Código do Programa,Programa,Nome,Área de Concentração,Data de Início,Data de Fim
20001010019P0,MATEMATICA,GEOMETRIA DIFERENCIAL,MATEMÁTICA PURA.,01/01/2013,-
20001010019P0,MATEMATICA,ANÁLISE/EQUAÇÕES DIFERENCIAIS PARCIAIS,MATEMÁTICA PURA.,01/01/2013,-
20001010019P0,MATEMATICA,ÁLGEBRA COMUTATIVA,MATEMÁTICA PURA.,01/01/2017,-
20001010019P0,MATEMATICA,ANÁLISE/POLINÔMIOS ORTOGONAIS,MATEMÁTICA PURA.,01/09/2017,-
20001010019P0,MATEMATICA,ANÁLISE/ANÁLISE FUNCIONAL,MATEMÁTICA PURA.,02/01/2023,-
22001018074P6,DESENVOLVIMENTO E MEIO AMBIENTE UFPI-UFRN-FUFSE-UESC-UFPB/JP-UFERSA,RELAÇÕES SOCIEDADE-NATUREZA E SUSTENTABILIDADE,DESENVOLVIMENTO E MEIO AMBIENTE,01/01/2018,-
22001018074P6,DESENVOLVIMENTO E MEIO AMBIENTE UFPI-UFRN-FUFSE-UESC-UFPB/JP-UFERSA,TECNOLOGIAS PARA O DESENVOLVIMENTO SUSTENTÁVEL,DESENVOLVIMENTO E MEIO AMBIENTE,01/01/2018,-
22001018074P6,DESENVOLVIMENTO E MEIO AMBIENTE UFPI-UFRN-FUFSE-UESC-UFPB/JP-UFERSA,"PLANEJAMENTO, GESTÃO E POLITICAS SOCIOAMBIENTAIS",DESENVOLVIMENTO E MEIO AMBIENTE,01/01/2018,-
20001010020P8,Cultura e Sociedade,"CULTURA, EDUCAÇÃO E TECNOLOGIA - LP2",CULTURA E SOCIEDADE,14/10/2014,-
20001010020P8,Cultura e Sociedade,EXPRESSÕES E PROCESSOS SOCIOCULTURAIS -LP1,CULTURA E SOCIEDADE,14/10/2014,-
20001010020P8,Cultura e Sociedade,"CULTURA, EDUCAÇÃO E TECNOLOGIA (LP2).",Cultura e Sociedade,19/08/2024,-
20001010020P8,Cultura e Sociedade,EXPRESSÕES E PROCESSOS SOCIOCULTURAIS (LP1),Cultura e Sociedade,19/08/2024,-
20001010021P4,DESENVOLVIMENTO SOCIOECONÔMICO,"DESENVOLVIMENTO REGIONAL, AGRICULTURA E MEIO AMBIENTE",DESENVOLVIMENTO SOCIOECONÔMICO,28/07/2016,-
20001010021P4,DESENVOLVIMENTO SOCIOECONÔMICO,"TRABALHO, ESTADO E MUNDIALIZAÇÃO",DESENVOLVIMENTO SOCIOECONÔMICO,28/07/2016,-
20001010021P4,DESENVOLVIMENTO SOCIOECONÔMICO,"ECONOMIA, POLÍTICAS PUBLICAS, ESTADO E SOCIEDADE",DESENVOLVIMENTO SOCIOECONÔMICO,16/07/2024,-
20001010021P4,DESENVOLVIMENTO SOCIOECONÔMICO,"TRABALHO, INOVAÇÃO, GOVERNANÇA E CULTURA",DESENVOLVIMENTO SOCIOECONÔMICO,16/07/2024,-
20001010021P4,DESENVOLVIMENTO SOCIOECONÔMICO,POLÍTICA ECONÔMICA E ESTRATÉGIAS DE DESENVOLVIMENTO,DESENVOLVIMENTO SOCIOECONÔMICO,16/07/2024,-
20001010021P4,DESENVOLVIMENTO SOCIOECONÔMICO,"DESENVOLVIMENTO REGIONAL, TERRITÓRIO, AGRICULTURA E MEIO AMBIENTE (SUSTENTABILIDADE)",DESENVOLVIMENTO SOCIOECONÔMICO,16/07/2024,-
31075010001P2,Matemática em Rede Nacional,FORMAÇÃO DE PROFESSORES DE MATEMÁTICA DA EDUCAÇÃO BÁSICA,MATEMÁTICA NA EDUCAÇÃO BÁSICA,20/09/2023,-
31075010001P2,Matemática em Rede Nacional,DIVULGAÇÃO E POPULARIZAÇÃO DA MATEMÁTICA DA EDUCAÇÃO BÁSICA,MATEMÁTICA NA EDUCAÇÃO BÁSICA,20/09/2023,-
31075010001P2,Matemática em Rede Nacional,MATEMÁTICA NA EDUCAÇÃO BÁSICA E SUAS TECNOLOGIAS,MATEMÁTICA NA EDUCAÇÃO BÁSICA,20/09/2023,-
31010016027P9,Saúde da Família,ATENÇÃO E GESTÃO DO CUIDADO EM SAÚDE DA FAMÍLIA,SAÚDE DA FAMÍLIA,01/01/2023,-
31010016027P9,Saúde da Família,EDUCAÇÃO NA SAÚDE,SAÚDE DA FAMÍLIA,01/04/2012,22/01/2025
31010016027P9,Saúde da Família,PROMOÇÃO DA SAÚDE,SAÚDE DA FAMÍLIA,01/04/2012,22/01/2025
31010016027P9,Saúde da Família,ATENÇÃO E GESTÃO DO CUIDADO EM SAÚDE,SAÚDE DA FAMÍLIA,01/04/2012,22/01/2025
31010016027P9,Saúde da Família,EDUCAÇÃO NA SAÚDE E PROMOÇÃO DA SAÚDE,SAÚDE DA FAMÍLIA,01/01/2023,-
20001010022P0,Ciência da Computação,ARQUITETURA DE SISTEMAS COMPUTACIONAIS,CIÊNCIA DA COMPUTAÇÃO,01/01/2012,-
20001010022P0,Ciência da Computação,MODELAGEM COMPUTACIONAL,CIÊNCIA DA COMPUTAÇÃO,01/01/2012,-
20001010023P7,Energia e Ambiente,PRODUÇÃO E GERENCIAMENTO DE ENERGIA,ENERGIA E AMBIENTE,01/01/2011,-
20001010023P7,Energia e Ambiente,AVALIAÇÃO TÉCNICA E GESTÃO AMBIENTAL DE PROJETOS DE ENERGIA,ENERGIA E AMBIENTE,01/01/2011,-
20001010024P3,HISTÓRIA,"LINGUAGENS, RELIGIOSIDADES E CULTURAS",História e Conexões Atlânticas: culturas e poderes.,18/12/2016,-
20001010024P3,HISTÓRIA,"PODERES, POLÍTICAS E SOCIABILIDADES",História e Conexões Atlânticas: culturas e poderes.,18/12/2016,-
20001010025P0,Enfermagem,ENFERMAGEM EM SAÚDE COLETIVA,"Saúde, Enfermagem e Cuidado",01/01/2012,-
20001010025P0,Enfermagem,O CUIDADO EM SAÚDE E ENFERMAGEM,"Saúde, Enfermagem e Cuidado",01/01/2012,-
12001015038P1,Biodiversidade e Biotecnologia - Rede BIONORTE,CONSERVAÇÃO E USO SUSTENTÁVEL DA BIODIVERSIDADE,BIODIVERSIDADE E CONSERVAÇÃO,01/03/2012,-
12001015038P1,Biodiversidade e Biotecnologia - Rede BIONORTE,CONHECIMENTO DA BIODIVERSIDADE,BIODIVERSIDADE E CONSERVAÇÃO,01/03/2012,-
12001015038P1,Biodiversidade e Biotecnologia - Rede BIONORTE,BIOPROSPECÇÃO E DESENVOLVIMENTO DE BIOPROCESSOS E BIOPRODUTOS,BIOTECNOLOGIA,01/03/2012,-
20001010026P6,Ciência Animal,"LINHA DE PESQUISA EM PRODUÇÃO, ALIMENTAÇÃO E NUTRIÇÃO ANIMAL",CIÊNCIA ANIMAL,01/01/2021,-
20001010026P6,Ciência Animal,LINHA DE PESQUISA EM AVALIAÇÃO E PRODUÇÃO DE PLANTAS FORRAGEIRAS E CONSERVAÇÃO DE FORRAGENS,CIÊNCIA ANIMAL,01/01/2021,-
20001010027P2,PSICOLOGIA,AVALIAÇÃO E CLÍNICA PSICOLÓGICA,PSICOLOGIA,02/10/2015,-
20001010027P2,PSICOLOGIA,"HISTÓRIA, EPISTEMOLOGIA E FENÔMENOS PSICOLÓGICOS",PSICOLOGIA,02/10/2015,-
20001010027P2,PSICOLOGIA,"TRABALHO, SAÚDE E SUBJETIVIDADE",PSICOLOGIA,02/10/2015,-
20001010028P9,Design,"DESIGN: MATERIAIS, PROCESSOS E TECNOLOGIA",DESIGN DE PRODUTOS,01/04/2016,-
20001010028P9,Design,DESIGN E ERGONOMIA,DESIGN DE PRODUTOS,04/07/2022,-
20001010028P9,Design,DESIGN: INFORMAÇÃO E TECNOLOGIA,DESIGN DE PRODUTOS,04/07/2022,-
20001010029P5,DIREITO E INSTITUIÇÕES DO SISTEMA DE JUSTIÇA,DINÂMICA E EFETIVIDADE DAS INSTITUIÇÕES DO SISTEMA DE JUSTIÇA,DIREITO E INSTITUIÇOES DO SISTEMA DE JUSTIÇA,09/08/2016,-
20001010029P5,DIREITO E INSTITUIÇÕES DO SISTEMA DE JUSTIÇA,"SEMIOLOGIA, POLÍTICA E INSTITUIÇÕES DO SISTEMA DE JUSTIÇA",DIREITO E INSTITUIÇOES DO SISTEMA DE JUSTIÇA,09/08/2016,-
20001010031P0,Ciência dos Materiais,MATERIAIS VÍTREOS E CERÂMICOS.,MATERIAIS,01/08/2013,-
20001010031P0,Ciência dos Materiais,SÍNTESE E CARACTERIZAÇÃO DE CRISTAIS ORGÂNICOS E INORGÂNICOS.,MATERIAIS,01/08/2013,-
20001010031P0,Ciência dos Materiais,MATERIAIS METÁLICOS E BIOMATERIAIS.,MATERIAIS,01/01/2023,-
33283010001P5,Ensino de Física - PROFIS,FÍSICA NO ENSINO MÉDIO,ENSINO DE FÍSICA,01/01/2013,-
33283010001P5,Ensino de Física - PROFIS,PROCESSOS DE ENSINO E APRENDIZAGEM E TECNOLOGIAS DE INFORMAÇÃO E COMUNICAÇÃO NO ENSINO DE FÍSICA,ENSINO DE FÍSICA,01/01/2013,-
33283010001P5,Ensino de Física - PROFIS,FÍSICA NO ENSINO FUNDAMENTAL,ENSINO DE FÍSICA,01/01/2013,-
41002016026P1,PROFARTES,ABORDAGENS TEÓRICO-METODOLÓGICAS DAS PRÁTICAS DOCENTES,Ensino de Artes,10/04/2014,-
41002016026P1,PROFARTES,"PROCESSOS DE ENSINO, APRENDIZAGEM E CRIAÇÃO EM ARTES",Ensino de Artes,10/04/2014,-
31001017155P1,Ensino de História,LINGUAGENS E NARRATIVAS HISTÓRICAS: PRODUÇÃO E DIFUSÃO,ENSINO DE HISTÓRIA,01/08/2014,-
31001017155P1,Ensino de História,SABERES HISTÓRICOS EM DIFERENTES ESPAÇOS DE MEMÓRIA,ENSINO DE HISTÓRIA,01/08/2014,-
31001017155P1,Ensino de História,SABERES HISTÓRICOS NO ESPAÇO ESCOLAR,ENSINO DE HISTÓRIA,01/08/2014,-
31001017155P1,Ensino de História,ENSINO DE HISTÓRIA E POLÍTICAS PÚBLICAS,ENSINO DE HISTÓRIA,01/01/2025,-
20001010032P6,Letras,ESTUDOS TEÓRICOS E CRÍTICOS EM LITERATURA,ESTUDOS DA LINGUAGEM,12/03/2018,-
20001010032P6,Letras,ESTUDOS DE LINGUAGEM E PRÁTICAS DISCURSIVAS,ESTUDOS DA LINGUAGEM,12/03/2018,-
20001010032P6,Letras,DESCRIÇÃO E ANÁLISE LINGUÍSTICA DO PORTUGUÊS BRASILEIRO E DE OUTRAS LÍNGUAS NATURAIS,ESTUDOS DA LINGUAGEM,08/04/2024,-
53045009001P3,ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL,POLÍTICAS PÚBLICAS,ADMINISTRAÇÃO PÚBLICA,01/01/2023,-
53045009001P3,ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL,ADMINISTRAÇÃO PÚBLICA E ORGANIZAÇÕES,ADMINISTRAÇÃO PÚBLICA,01/01/2023,-
20001010039P0,ENSINO DE CIÊNCIAS E MATEMÁTICA,"CIÊNCIA, TECNOLOGIA E SOCIEDADE (CTS)",ENSINO DE CIÊNCIAS E MATEMÁTICA,24/08/2015,-
20001010039P0,ENSINO DE CIÊNCIAS E MATEMÁTICA,"ENSINO, APRENDIZAGEM E FORMAÇÃO DE PROFESSORES EM CIÊNCIAS E MATEMÁTICA",ENSINO DE CIÊNCIAS E MATEMÁTICA,24/08/2015,-
20001010041P5,GESTÃO DE ENSINO DA EDUCAÇÃO BÁSICA,ENSINO E APRENDIZAGEM NA EDUCAÇÃO BÁSICA,ENSINO NA EDUCAÇÃO BÁSICA,07/03/2016,-
20001010041P5,GESTÃO DE ENSINO DA EDUCAÇÃO BÁSICA,PRÁTICAS PEDAGÓGICAS NO ENSINO DE CIÊNCIAS E EDUCAÇÃO MATEMÁTICA NA EDUCAÇÃO BÁSICA,ENSINO NA EDUCAÇÃO BÁSICA,20/01/2024,-
20001010041P5,GESTÃO DE ENSINO DA EDUCAÇÃO BÁSICA,"EDUCAÇÃO, DIVERSIDADE E INCLUSÃO SOCIAL NA EDUCAÇÃO BÁSICA",ENSINO NA EDUCAÇÃO BÁSICA,20/01/2024,-
20001010041P5,GESTÃO DE ENSINO DA EDUCAÇÃO BÁSICA,LINGUAGENS NA EDUCAÇÃO BÁSICA,ENSINO NA EDUCAÇÃO BÁSICA,20/01/2024,-
20001010041P5,GESTÃO DE ENSINO DA EDUCAÇÃO BÁSICA,"SABERES, FORMAÇÃO DE PROFESSORES E PRÁTICAS CURRICULARES NA EDUCAÇÃO BÁSICA",ENSINO NA EDUCAÇÃO BÁSICA,20/01/2024,-
31102000001P6,PROFNIT - PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVAÇÃO,PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVAÇÃO EM NÚCLEOS DE INOVAÇÃO TECNOLÓGICA (NITS),Propriedade Intelectual e Transferência de Tecnologia para Inovação,01/04/2016,-
33303002001P9,Saúde da Família,"EDUCAÇÃO E SAÚDE: TENDÊNCIAS CONTEMPORÂNEAS DA EDUCAÇÃO, COMPETÊNCIAS E ESTRATÉGIAS DE FORMAÇÃO PROFISSIONAL",Saúde da Família,05/05/2017,-
33303002001P9,Saúde da Família,VIGILÂNCIA EM SAÚDE,Saúde da Família,05/05/2017,-
33303002001P9,Saúde da Família,"PLANEJAMENTO, GESTÃO E AVALIAÇÃO DE SERVIÇOS NA ESTRATÉGIA DE SA/ÚDE DA FAMÍLIA/AB/APS",Saúde da Família,05/05/2017,-
33303002001P9,Saúde da Família,INFORMAÇÃO E SAÚDE,Saúde da Família,05/05/2017,-
33303002001P9,Saúde da Família,ATENÇÃO INTEGRAL AOS CICLOS DE VIDA E GRUPOS VULNERABILIZADOS,Saúde da Família,05/05/2017,-
33303002001P9,Saúde da Família,"ATENÇÃO À SAÚDE, ACESSO E QUALIDADE NA ATENÇÃO BÁSICA EM SAÚDE",Saúde da Família,05/05/2017,-
20001010042P1,Ciência e Tecnologia Ambiental,BIOTECNOLOGIA E TECNOLOGIAS APLICADAS AO MEIO AMBIENTE,Recursos Naturais e Meio Ambiente,01/01/2023,-
20001010042P1,Ciência e Tecnologia Ambiental,DINÂMICA E FLUXOS AMBIENTAIS,Recursos Naturais e Meio Ambiente,01/01/2023,-
20001010042P1,Ciência e Tecnologia Ambiental,RECURSOS NATURAIS,Recursos Naturais e Meio Ambiente,01/01/2023,-
20001010042P1,Ciência e Tecnologia Ambiental,CONTAMINAÇÃO E POLUIÇÃO AMBIENTAL,Recursos Naturais e Meio Ambiente,01/01/2023,-
20001010043P8,EDUCAÇÃO FÍSICA,ANÁLISE DO DESEMPENHO HUMANO E ESPORTIVO,Biodinâmica do Movimento Humano,02/09/2020,-
20001010043P8,EDUCAÇÃO FÍSICA,ATIVIDADE FÍSICA NO CONTEXTO DA SAÚDE E DA DOENÇA,Biodinâmica do Movimento Humano,02/09/2020,-
40001016170P6,FILOSOFIA,PRÁTICAS DE ENSINO DE FILOSOFIA,Ensino de Filosofia,06/02/2017,-
40001016170P6,FILOSOFIA,"FUNDAMENTOS DO ENSINO, CURRÍCULO E POLÍTICAS EDUCACIONAIS",Ensino de Filosofia,19/12/2022,-
20001010046P7,COMUNICAÇÃO,"TECNOLOGIA, ESTÉTICA E PRODUTOS MIDIÁTICOS",Comunicação Contemporânea,18/04/2019,-
20001010046P7,COMUNICAÇÃO,"ROTINAS, PRÁTICAS PROFISSIONAIS E PROCESSOS SOCIOPOLÍTICOS",Comunicação Contemporânea,18/04/2019,-
20001010044P4,SOCIOLOGIA,"INSTITUIÇÕES, PODERES E AÇÕES COLETIVAS",SOCIOLOGIA,11/03/2019,-
20001010044P4,SOCIOLOGIA,"CULTURAS, DIFERENÇAS, TERRITORIALIDADES E CONFLITOS",SOCIOLOGIA,11/03/2019,-
20001010045P0,ARTES CÊNICAS,"PEDAGOGIA DAS ARTES CÊNICAS, RECEPÇÃO E MEDIAÇÃO CULTURAL",Artes Cênicas,26/08/2019,-
20001010045P0,ARTES CÊNICAS,PROCESSOS E POÉTICAS DA CENA,Artes Cênicas,26/08/2019,-
20001010047P3,"GEOGRAFIA, AMBIENTE E SOCIEDADE",AMBIENTE E ANÁLISE ESPACIAL,"Geografia, Ambiente e Sociedade",18/03/2019,-
20001010047P3,"GEOGRAFIA, AMBIENTE E SOCIEDADE",PRODUÇÃO DO ESPAÇO E TERRITORIALIDADES,"Geografia, Ambiente e Sociedade",18/03/2019,-
20001010048P0,COMUNICAÇÃO,"COMUNICAÇÃO, TECNOLOGIAS E DINÂMICAS ORGANIZACIONAIS",PROCESSOS E PRODUTOS MIDIÁTICOS,01/07/2022,-
20001010048P0,COMUNICAÇÃO,COMUNICAÇÃO DIGITAL E INOVAÇÃO,PROCESSOS E PRODUTOS MIDIÁTICOS,01/07/2022,-
20001010049P6,CIÊNCIA DA COMPUTAÇÃO,COMPUTAÇÃO APLICADA,Ciência da Computação,20/02/2019,-
20001010049P6,CIÊNCIA DA COMPUTAÇÃO,SISTEMAS DE COMPUTAÇÃO,Ciência da Computação,20/02/2019,-
20001010050P4,SAÚDE E TECNOLOGIA,SAÚDE E SOCIEDADE,Saúde e Tecnologia,23/04/2019,-
20001010050P4,SAÚDE E TECNOLOGIA,TECNOLOGIAS EM SAÚDE,Saúde e Tecnologia,23/04/2019,-
23001011181P0,ENGENHARIA AEROESPACIAL,CIÊNCIAS ATMOSFÉRICAS,Ciências e Tecnologias Aeroespaciais,08/04/2019,-
23001011181P0,ENGENHARIA AEROESPACIAL,CIÊNCIAS ESPACIAIS,Ciências e Tecnologias Aeroespaciais,08/04/2019,-
23001011181P0,ENGENHARIA AEROESPACIAL,HIPERSÔNICA,Ciências e Tecnologias Aeroespaciais,08/04/2019,-
23001011181P0,ENGENHARIA AEROESPACIAL,MATERIAIS E TECNOLOGIAS AEROESPACIAIS,Ciências e Tecnologias Aeroespaciais,08/04/2019,-
20001010051P0,CIÊNCIAS AMBIENTAIS,BIODIVERSIDADE E CONSERVAÇÃO,Meio Ambiente e Recursos Naturais,01/04/2019,-
20001010051P0,CIÊNCIAS AMBIENTAIS,PRODUÇÃO AGRÍCOLA E DESENVOLVIMENTO SUSTENTÁVEL,Meio Ambiente e Recursos Naturais,01/01/2024,-
20001010052P7,LETRAS,"LITERATURA, CULTURA E FRONTEIRAS DO SABER","LINGUAGEM, CULTURA E DISCURSO",09/09/2019,-
20001010052P7,LETRAS,TEXTO E DISCURSO,"LINGUAGEM, CULTURA E DISCURSO",09/09/2019,-
20001010055P6,DESENVOLVIMENTO E MEIO AMBIENTE,"PLANEJAMENTO, GESTÃO E DESENVOLVIMENTO EM SISTEMAS COSTEIROS",Sistemas Costeiros,05/08/2020,-
20001010055P6,DESENVOLVIMENTO E MEIO AMBIENTE,RECURSOS NATURAIS E HUMANOS EM SISTEMAS COSTEIROS,Sistemas Costeiros,05/08/2020,-
20001010056P2,FILOSOFIA,FILOSOFIA PRÁTICA,Filosofia,11/02/2021,-
20001010056P2,FILOSOFIA,LINGUAGEM E CONHECIMENTO,Filosofia,11/02/2021,-
20001010054P0,QUÍMICA UFMA - IFMA,CATÁLISE E MATERIAIS,Físico-Química,19/03/2021,-
20001010054P0,QUÍMICA UFMA - IFMA,ELETROQUÍMICA E QUÍMICA TEÓRICA E COMPUTACIONAL,Físico-Química,19/03/2021,-
20001010054P0,QUÍMICA UFMA - IFMA,ESTUDOS EM QUÍMICA ANALÍTICA E AMBIENTAL,Química Analítica,19/03/2021,-
20001010054P0,QUÍMICA UFMA - IFMA,NOVOS MATERIAIS E INTERFACES,Química Inorgânica,19/03/2021,-
20001010054P0,QUÍMICA UFMA - IFMA,QUÍMICA DE PRODUTOS NATURAIS,Química Orgânica,19/03/2021,-
20001010182P8,CIÊNCIA DA INFORMAÇÃO – PROGCIN,"LINHA A - INFORMAÇÃO, GESTÃO ESTRATÉGICA E AMBIENTES DIGITAIS",Gestão Estratégica de Processos Informacionais e Mediação da Informação,06/01/2025,-
20001010182P8,CIÊNCIA DA INFORMAÇÃO – PROGCIN,LINHA B – MEDIAÇÃO DA INFORMAÇÃO,Gestão Estratégica de Processos Informacionais e Mediação da Informação,06/01/2025,-
20001010184P0,ESTUDOS AFRICANOS E AFRO-BRASILEIROS,"EDUCAÇÃO, CULTURAS E POLÍTICAS PÚBLICAS",Estudos Africanos e Afro-Brasileiros - interlocuções e produção de conhecimento a partir da Cooperação Sul-Sul,06/01/2025,-
20001010184P0,ESTUDOS AFRICANOS E AFRO-BRASILEIROS,"TERRITÓRIOS, LINGUAGENS E AFRICANIDADES",Estudos Africanos e Afro-Brasileiros - interlocuções e produção de conhecimento a partir da Cooperação Sul-Sul,06/01/2025,-
20001010053P3,EDUCAÇÃO E PRÁTICAS EDUCATIVAS,"LINGUAGENS, PRÁTICAS PEDAGÓGICAS E TECNOLOGIAS NA EDUCAÇÃO",FORMAÇÃO DOCENTE EM PRÁTICAS EDUCATIVAS,12/09/2019,-
20001010053P3,EDUCAÇÃO E PRÁTICAS EDUCATIVAS,"PLURICULTURALIDADE, INTERCULTURALIDADE E PRÁTICAS EDUCATIVAS INTERDISCIPLINARES",FORMAÇÃO DOCENTE EM PRÁTICAS EDUCATIVAS,12/09/2019,-
33303002001P9,Saúde da Família,ATENÇÃO INTEGRAL AOS CICLOS DE VIDA E GRUPOS VULNERABILIZADOS,Saúde da Família,05/05/2017,-
33303002001P9,Saúde da Família,"ATENÇÃO À SAÚDE, ACESSO E QUALIDADE NA ATENÇÃO BÁSICA EM SAÚDE",Saúde da Família,05/05/2017,-
20001010042P1,Ciência e Tecnologia Ambiental,BIOTECNOLOGIA E TECNOLOGIAS APLICADAS AO MEIO AMBIENTE,Recursos Naturais e Meio Ambiente,01/01/2023,-
20001010042P1,Ciência e Tecnologia Ambiental,DINÂMICA E FLUXOS AMBIENTAIS,Recursos Naturais e Meio Ambiente,01/01/2023,-
20001010042P1,Ciência e Tecnologia Ambiental,RECURSOS NATURAIS,Recursos Naturais e Meio Ambiente,01/01/2023,-
20001010042P1,Ciência e Tecnologia Ambiental,CONTAMINAÇÃO E POLUIÇÃO AMBIENTAL,Recursos Naturais e Meio Ambiente,01/01/2023,-
20001010043P8,EDUCAÇÃO FÍSICA,ANÁLISE DO DESEMPENHO HUMANO E ESPORTIVO,Biodinâmica do Movimento Humano,02/09/2020,-
20001010043P8,EDUCAÇÃO FÍSICA,ATIVIDADE FÍSICA NO CONTEXTO DA SAÚDE E DA DOENÇA,Biodinâmica do Movimento Humano,02/09/2020,-
40001016170P6,FILOSOFIA,PRÁTICAS DE ENSINO DE FILOSOFIA,Ensino de Filosofia,06/02/2017,-
40001016170P6,FILOSOFIA,"FUNDAMENTOS DO ENSINO, CURRÍCULO E POLÍTICAS EDUCACIONAIS",Ensino de Filosofia,19/12/2022,-
20001010046P7,COMUNICAÇÃO,"TECNOLOGIA, ESTÉTICA E PRODUTOS MIDIÁTICOS",Comunicação Contemporânea,18/04/2019,-
20001010046P7,COMUNICAÇÃO,"ROTINAS, PRÁTICAS PROFISSIONAIS E PROCESSOS SOCIOPOLÍTICOS",Comunicação Contemporânea,18/04/2019,-
20001010044P4,SOCIOLOGIA,"INSTITUIÇÕES, PODERES E AÇÕES COLETIVAS",SOCIOLOGIA,11/03/2019,-
20001010044P4,SOCIOLOGIA,"CULTURAS, DIFERENÇAS, TERRITORIALIDADES E CONFLITOS",SOCIOLOGIA,11/03/2019,-
20001010045P0,ARTES CÊNICAS,"PEDAGOGIA DAS ARTES CÊNICAS, RECEPÇÃO E MEDIAÇÃO CULTURAL",Artes Cênicas,26/08/2019,-
20001010045P0,ARTES CÊNICAS,PROCESSOS E POÉTICAS DA CENA,Artes Cênicas,26/08/2019,-
20001010047P3,"GEOGRAFIA, AMBIENTE E SOCIEDADE",AMBIENTE E ANÁLISE ESPACIAL,"Geografia, Ambiente e Sociedade",18/03/2019,-
20001010047P3,"GEOGRAFIA, AMBIENTE E SOCIEDADE",PRODUÇÃO DO ESPAÇO E TERRITORIALIDADES,"Geografia, Ambiente e Sociedade",18/03/2019,-
20001010048P0,COMUNICAÇÃO,"COMUNICAÇÃO, TECNOLOGIAS E DINÂMICAS ORGANIZACIONAIS",PROCESSOS E PRODUTOS MIDIÁTICOS,01/07/2022,-
20001010048P0,COMUNICAÇÃO,COMUNICAÇÃO DIGITAL E INOVAÇÃO,PROCESSOS E PRODUTOS MIDIÁTICOS,01/07/2022,-
20001010049P6,CIÊNCIA DA COMPUTAÇÃO,COMPUTAÇÃO APLICADA,Ciência da Computação,20/02/2019,-
20001010049P6,CIÊNCIA DA COMPUTAÇÃO,SISTEMAS DE COMPUTAÇÃO,Ciência da Computação,20/02/2019,-
20001010050P4,SAÚDE E TECNOLOGIA,SAÚDE E SOCIEDADE,Saúde e Tecnologia,23/04/2019,-
20001010050P4,SAÚDE E TECNOLOGIA,TECNOLOGIAS EM SAÚDE,Saúde e Tecnologia,23/04/2019,-
23001011181P0,ENGENHARIA AEROESPACIAL,CIÊNCIAS ATMOSFÉRICAS,Ciências e Tecnologias Aeroespaciais,08/04/2019,-
23001011181P0,ENGENHARIA AEROESPACIAL,CIÊNCIAS ESPACIAIS,Ciências e Tecnologias Aeroespaciais,08/04/2019,-
23001011181P0,ENGENHARIA AEROESPACIAL,HIPERSÔNICA,Ciências e Tecnologias Aeroespaciais,08/04/2019,-
23001011181P0,ENGENHARIA AEROESPACIAL,MATERIAIS E TECNOLOGIAS AEROESPACIAIS,Ciências e Tecnologias Aeroespaciais,08/04/2019,-
20001010051P0,CIÊNCIAS AMBIENTAIS,BIODIVERSIDADE E CONSERVAÇÃO,Meio Ambiente e Recursos Naturais,01/04/2019,-
20001010051P0,CIÊNCIAS AMBIENTAIS,PRODUÇÃO AGRÍCOLA E DESENVOLVIMENTO SUSTENTÁVEL,Meio Ambiente e Recursos Naturais,01/01/2024,-
20001010052P7,LETRAS,"LITERATURA, CULTURA E FRONTEIRAS DO SABER","LINGUAGEM, CULTURA E DISCURSO",09/09/2019,-
20001010052P7,LETRAS,TEXTO E DISCURSO,"LINGUAGEM, CULTURA E DISCURSO",09/09/2019,-
20001010055P6,DESENVOLVIMENTO E MEIO AMBIENTE,"PLANEJAMENTO, GESTÃO E DESENVOLVIMENTO EM SISTEMAS COSTEIROS",Sistemas Costeiros,05/08/2020,-
20001010055P6,DESENVOLVIMENTO E MEIO AMBIENTE,RECURSOS NATURAIS E HUMANOS EM SISTEMAS COSTEIROS,Sistemas Costeiros,05/08/2020,-
20001010056P2,FILOSOFIA,FILOSOFIA PRÁTICA,Filosofia,11/02/2021,-
20001010056P2,FILOSOFIA,LINGUAGEM E CONHECIMENTO,Filosofia,11/02/2021,-
20001010054P0,QUÍMICA UFMA - IFMA,CATÁLISE E MATERIAIS,Físico-Química,19/03/2021,-
20001010054P0,QUÍMICA UFMA - IFMA,ELETROQUÍMICA E QUÍMICA TEÓRICA E COMPUTACIONAL,Físico-Química,19/03/2021,-
20001010054P0,QUÍMICA UFMA - IFMA,ESTUDOS EM QUÍMICA ANALÍTICA E AMBIENTAL,Química Analítica,19/03/2021,-
20001010054P0,QUÍMICA UFMA - IFMA,NOVOS MATERIAIS E INTERFACES,Química Inorgânica,19/03/2021,-
20001010054P0,QUÍMICA UFMA - IFMA,QUÍMICA DE PRODUTOS NATURAIS,Química Orgânica,19/03/2021,-
20001010182P8,CIÊNCIA DA INFORMAÇÃO – PROGCIN,"LINHA A - INFORMAÇÃO, GESTÃO ESTRATÉGICA E AMBIENTES DIGITAIS",Gestão Estratégica de Processos Informacionais e Mediação da Informação,06/01/2025,-
